227576722,16
777636088,387
380030243,0
376205570,0
525056154,0
499907964,1
439550724,0
468420839,0
435385519,0
451025120,0
168354026,0
535769481,0
496535507,0
549798080,0
693775476,0
599815138,0
601848577,0
838657544,0
582375979,0
898068840,0
588764371,0
242400245,0
396640980,0
460798560,0
360150527,0
496212271,0
502069004,0
682247289,0
514840949,1
737767189,0
741192637,0
854558596,0
610048020,0
424885018,0
556319042,0
959698437,0
509267981,0
412813126,0
970321077,0
282304123,0
580968232,0
650396509,0
409260043,0
954784670,0
823910274,0
728394798,0
807408798,0
718148659,16
892923953,0
798962799,51
382737510,0
236384909,0
406534643,0
258778528,0
525428609,0
497106102,0
504191176,0
569085022,0
638702635,0
225393935,0
711353302,0
703745264,0
669763680,0
749871862,0
732572674,0
786899135,0
788616401,0
804828981,0
780851289,0
819539507,0
830075144,0
547330686,1
437957630,0
745850300,0
964024611,400
894860836,0
433256608,0
530675640,0
844947541,0
890913289,13
376277714,0
209015099,0
634359304,0
390130243,0
606388545,0
663821528,0
476418441,0
368891982,0
590866214,0
313257451,0
514914999,0
783609799,0
314798115,0
748660871,0
194426822,0
767481255,0
380123500,0
948697810,0
502765104,0
866258348,0
825580145,0
378499344,0
388562034,0
839236553,2
525554423,0
726401302,0
428354319,0
889811556,0
718668552,0
859558613,0
841021761,20
375175920,0
423147052,0
316461760,0
404523204,0
379925147,0
468830677,0
484550834,0
492529208,0
632750765,0
505911923,0
548729083,0
494664675,0
639479435,0
709901792,0
642280966,0
782657942,0
723603845,0
819004348,0
725704432,0
936927131,0
831879438,0
793278705,0
870153402,0
765515158,20
515808267,0
270501298,0
501932440,0
658150457,0
581515356,0
761699332,0
626175468,0
610583552,0
707479473,0
785355058,0
419106233,0
573670405,0
827889062,0
830066042,0
851323200,0
797145712,0
903690175,0
854809310,0
948584846,0
926108474,0
944635131,0
745237336,0
280283358,0
484445114,8
598421833,0
872942729,0
907251474,0
493442531,0
411172115,0
453778171,0
959940619,0
884065807,1
866954070,0
954039141,0
977306858,0
650188558,0
398805456,0
781577642,0
290217957,0
838799732,0
683493202,0
226725048,0
365425488,0
501819472,0
837718229,0
710154517,0
778263041,0
394750491,0
892428521,0
674292559,0
469572126,0
971778116,0
415276747,0
397432644,0
897616877,0
743099949,0
740759763,0
496594677,0
928169592,0
664545725,0
490702871,0
807261524,0
726552111,0
962688708,0
673355684,0
715759919,0
556346650,0
538879926,0
595962399,0
695023486,0
940892363,0
984794915,0
695543609,3
682585539,0
705313483,0
439837752,0
730521482,196
757030260,0
680909912,34
847110097,0
432361126,0
765774307,0
873700707,0
509497569,0
435635002,0
367147812,0
424133050,0
629584327,0
425808335,0
410864522,0
755790997,0
818342893,0
396074039,0
849814699,0
797540875,0
440925583,0
529636726,0
466742236,0
517014793,0
661241952,2
529941792,0
828668318,0
890080026,0
981250860,0
789656182,1
210722989,0
609506781,0
667029231,0
433133748,0
760264991,0
659420486,0
749302427,0
816825549,0
726253388,0
809552237,0
958803423,34
392089112,0
910184908,0
688680836,1
533434283,0
500489636,0
540436524,0
478006811,0
284309134,0
501515922,0
577446003,0
498381887,0
473126945,0
970914241,0
922667087,0
473272337,0
734428391,0
972589474,0
437683368,0
789123473,0
417180220,0
371642081,0
939540944,0
971503891,0
770389420,26
971877032,0
706797394,0
869799528,0
670174920,0
463710013,0
371785824,0
744869064,0
821603334,0
807386902,0
258368419,0
641330239,0
706122991,31
746151492,0
434440209,0
692954191,0
689819382,30
494339326,0
744640353,0
928375458,0
372888204,0
540735813,0
385342305,0
420520300,0
517031644,0
498754300,0
574103987,0
403546424,0
368609824,0
413325470,0
303558643,0
452501954,0
487246933,0
440452414,0
477663160,0
283776144,0
619645242,0
324978673,0
555043591,0
721252176,0
669552166,0
313016158,0
339070239,0
748645248,0
353604285,0
681013527,0
439797310,0
684746064,0
773719985,0
482259414,0
405971623,0
758418575,0
699226678,0
394425097,0
634597618,0
371852754,0
519124073,0
593419726,0
889620261,0
823282377,0
830262517,0
534585849,0
865352801,0
370732570,0
667885052,0
443136740,0
326862787,0
861629701,0
619389049,0
765738277,0
717950188,0
358187547,0
467651114,0
556049171,0
